"","Sex","Stress","mean_freezing_pre","sem_freezing_pre","mean_freezing_post","sem_freezing_post"
"1","Female","ELS",2.43261012502564,0.816879067643479,74.5726495725641,3.99822600857811
"2","Female","NS",1.20192307675,0.609049176862477,67.708333333125,3.95550266639728
"3","Male","ELS",3.26168929085294,1.39383328684391,79.6568627441176,3.2090461020418
"4","Male","NS",1.96728558789655,0.659647290163641,72.0238095239286,4.13116604244292
