"","figures_sex","Stress","mean_recallext1","sem_recallext1","mean_recallext2","sem_recallext2","mean_recallext3","sem_recallext3","mean_recallext4","sem_recallext4","mean_recallext5","sem_recallext5"
"1","Male","ELS",50.6944444452778,4.2937079654183,45.1210826212778,4.28754392329636,29.9857549861389,3.71144427655879,19.5868945871667,3.20008194989808,20.202829578,3.55567939773605
"2","Male","NS",32.4074074074444,4.42677262709392,34.9537037031111,5.02221085779089,23.6111111117222,4.03222250654941,17.8240740745833,3.57818902568538,13.0244755246111,2.79340144734497
"3","Female","ELS",37.941788032027,3.94152387665586,26.8884268889189,3.52351907099704,18.8322938327297,3.05163847721848,21.2751212757027,3.74387951722185,16.3902538902162,3.57275263279571
"4","Female","NS",26.0132340775806,4.79163057234088,22.8494623657419,4.90299785662153,17.2043010755161,4.31951691564995,14.784946237129,3.51455578445187,12.5629746601613,2.9179141329567
