"","figures_sex","Stress","mean_recall","sem_recall"
"1","Male","ELS",31.9119286507391,3.50966721932426
"2","Male","NS",24.7046514090455,2.65295616059489
"3","Female","ELS",15.5677655677143,2.21106974575958
"4","Female","NS",17.2519509466522,2.39376244397665
