"","figures_sex","Stress","mean_recall","sem_recall"
"1","Male","ELS",37.6465201467143,3.74518087448013
"2","Male","NS",23.6061236061351,3.23337948014566
"3","Female","ELS",16.2316849819524,2.2404984550118
"4","Female","NS",19.8523698523333,3.43334935098545
