"","figures_sex","Stress","mean_recall","sem_recall"
"1","Male","ELS",28.808446456,4.8600314027829
"2","Male","NS",21.5483234706923,7.27577985207548
"3","Female","ELS",23.8196988197143,4.82822727610329
"4","Female","NS",16.0256410252667,4.19369929058123
