"","figures_sex","Stress","mean_recall","sem_recall"
"1","Male","ELS",22.4764366075217,3.12532482752377
"2","Male","NS",23.07692307625,4.45843674439681
"3","Female","ELS",23.9791073114444,2.60273133693974
"4","Female","NS",12.5356125352222,3.21356409961605
