"","figures_sex","Stress","mean_recall","sem_recall"
"1","Male","ELS",50.2314814825,4.3588211908786
"2","Male","NS",32.4074074074444,4.42677262709392
"3","Female","ELS",37.941787942027,3.94152385937079
"4","Female","NS",26.0132340775806,4.79163057234088
