"","Sex","Stress","mean_freezing_pre","sem_freezing_pre","mean_freezing_post","sem_freezing_post"
"1","Female","ELS",2.45750184778049,0.839016971258272,56.9105691058537,4.50743174919927
"2","Female","NS",2.80507780518919,0.888392029600985,46.3963963964865,4.24157564317331
"3","Male","ELS",6.43325143297297,1.4493229418099,65.7657657651351,3.28962496986941
"4","Male","NS",4.14944903561364,1.14168693464107,59.4696969695455,4.06943375317941
