"","sex_stress","mean_tencurve1","mean_tencurve2","mean_tencurve3","mean_tencurve4","mean_tencurve5","sem_tencurve1","sem_tencurve2","sem_tencurve3","sem_tencurve4","sem_tencurve5"
"1","Female_ELS",41.6666672216667,30.5555555566667,19.444444445,16.666666666,6.94444444483333,10.97134339676,10.6863244792839,8.78410461101665,5.27046276663107,10.97134339676
"2","Female_NS",11.6666666666,6.6666666666,6.6666666672,10.0000000006,1.6666666666,9.71825315808122,4.85912657903203,3.11804782282832,4.85912657927213,9.71825315808122
"3","Male_ELS",47.2222222233333,41.6666666671667,18.0555555555,18.0555555555,8.33333333333333,13.7212100393227,14.1093612215568,7.88125608840877,8.16968953859363,13.7212100393227
"4","Male_NS",26.1904761904286,47.6190476185714,16.6666666675714,16.6666666655714,14.2857142861429,10.3555463094543,10.5588370597087,5.75054632820949,8.13250060735957,10.3555463094543
